@relation BNGaTest-0.1-0.1-n8

@attribute n0 numeric
@attribute n18 numeric
@attribute n6 numeric
@attribute n16 numeric
@attribute n27 numeric
@attribute n15 numeric
@attribute n20 numeric
@attribute n13 numeric
@attribute n23 numeric
@attribute n8 numeric

@data
0.7852039268560412,0.8977665038246858,0.3426367166983046,3.4209989304233315E-6,0.3809288631158483,0.10348675096210201,0.3430692424535511,0.5390290748971309,0.8101466118228127,0.22826161695791303
0.8231358465816381,0.7620161484720607,0.7977888574506631,7.042629038446634E-6,0.24659444924049323,0.008040905281911762,0.2293035297208944,0.3700452083505772,0.6965620716132191,0.3773334412517101
0.9630873108928397,0.9207166602439066,0.265688020706491,6.908623959667839E-6,0.2515649992903699,0.011572527144991403,0.9556806476295898,0.5734770092968069,0.008075866510508845,0.848018904380316
0.7918804441379483,0.8433782306135854,0.5249930642714146,6.8355043634346235E-6,0.2542771697246258,0.013499549367059936,0.929317925999879,0.9272148588262907,0.48935012377944476,0.2619983731025922
0.9912245930972379,0.99875933522765,0.004021740006000635,4.1003068529381985E-6,0.3557318029826899,0.08558400628421634,0.39592353431604776,0.8161775696100623,0.4988024767651996,0.9638226719293556
0.8242397394226821,0.9347924094158035,0.21849398315395344,3.996406660758173E-6,0.3595856950152086,0.08832223228001512,0.9460133931824475,0.282869716379505,0.3822675743935797,0.35871883332438087
0.8429491262042903,0.9044738663936491,0.3201478589407265,2.887196109427617E-6,0.40072881146634637,0.11755479771362831,0.15508374384095147,0.9798551347250568,0.4428199356681435,0.42766105751470906
0.9908887160364594,0.8015447969367359,0.6652547736686389,2.1564198007227834E-6,0.4278349499111253,0.1368139602197215,0.5646451713416666,0.19093633890102946,0.8427575197623514,0.9197343279667621
0.806298095041873,0.847331369604307,0.5117387367254961,4.200772408583707E-6,0.3520053093514374,0.08293629803287607,0.9540652631735528,0.909485996258083,0.9044272466186145,0.3096550109340577
0.7856651693781983,0.7820603653680916,0.7305833742220206,1.7164603111928788E-6,0.44415403783343055,0.14840882338649758,0.30850942391973124,0.640785579124,0.7901272007725232,0.25392746077559447
0.7770452351367279,0.9378047123500538,0.20839414860429673,4.793729200846025E-6,0.33001120703670794,0.06730928456070792,0.7203903312937725,0.16551985459359875,0.4813100418129488,0.19096057672953842
0.9301950510135606,0.9609885355924138,0.13066200011618345,4.581411456023014E-6,0.3378865501709917,0.07290478882345655,0.03010634590247585,0.15287383548850808,0.22670811598222385,0.7362188853064665
0.906220722261356,0.759037749625672,0.8077750162892661,2.687958721634842E-6,0.4081189747113188,0.1228055771697812,0.6555092669991837,0.5927704185866071,0.4089622339544151,0.6415956596874772
0.812910992845993,0.9863182598108847,0.045734942851717975,7.0111917483261314E-6,0.2477605291040363,0.008869415828805412,0.883732499726173,0.3726419504124796,0.8230281850594895,0.31080421478728665
0.8619935413293845,0.8012846697567703,0.6661269440767508,1.2375970154688421E-6,0.4619161555093904,0.16102897256305992,0.4237317852667569,0.2087898084219686,0.677394618377772,0.49902702223255196
0.9919704240102888,0.9854039825278957,0.048800387958751176,4.2523786047947355E-6,0.35009111935589177,0.08157624830587953,0.8581965551697817,0.5421708253698543,0.7087499324797896,0.963629870748623
0.9890871006099489,0.797506472472939,0.6787947163080175,3.4546868199047623E-6,0.3796793034553627,0.10259892724603208,0.8103705065618338,0.7994082303186542,0.5924396633188068,0.9129913083111938
0.9532937763216826,0.7776325703096016,0.7454291578256761,2.473139043981871E-6,0.416087120166724,0.12846701834150945,0.8890955633657919,0.8979037506590829,0.16095574940050617,0.7936895150175415
0.8689072950284599,0.7829953934156314,0.727448354675326,1.5887796929348543E-6,0.44888999940469554,0.15177376796203793,0.28544608113619374,0.4218891602417868,0.5386204369684398,0.5222393738443389
0.7749409896222713,0.9436313551783091,0.18885822216203535,5.437627114771936E-6,0.3061275838386416,0.05033974899432934,0.16344107591569956,0.22832513492867723,0.965307576542791,0.18215648162777082
0.780413086373871,0.8167383458597853,0.6143129083601596,3.4931532925906414E-6,0.37825249538607303,0.10158516689328265,0.528035136314312,0.5907961912348977,0.3311981148976001,0.22940556298937864
0.8702868558311558,0.8229650887395784,0.5934355018569469,3.53407164153198E-6,0.3767347417066997,0.10050678884194852,0.9350983545086974,0.951870846494387,0.6208758008436149,0.5253846976767585
0.8480323765088628,0.8798371163910965,0.4027514696326791,3.6019784777379514E-6,0.37421592427704287,0.09871714572108252,0.2551571175409455,0.9878667405689068,0.8416157171371784,0.44727776993413865
0.9309551567861676,0.8774603838191899,0.4107203247807127,5.276388195434042E-6,0.3121082983448432,0.05458910206290236,0.6860774121795407,0.8276672269028148,0.9721092916489863,0.7311752984232741
0.8986800711819809,0.9242859373302295,0.2537207289630685,6.2368565094105595E-6,0.2764823663320603,0.02927654729000469,0.5061139646431205,0.9468290018256974,0.4278980556992581,0.6219769543820837
0.8869570367037554,0.7663862650627726,0.7831364617612876,6.266404279458687E-6,0.2753863730217701,0.028497833888556125,0.7331128927835405,0.3689772836559303,0.8231234396249325,0.5804290474096832
0.9042118030332417,0.8754523018554349,0.4174531454958786,2.974574852741576E-6,0.3974877371660633,0.11525198439440036,0.7825726730889582,0.07101284465574642,0.17085321771727868,0.6396004959479699
0.9958023219324554,0.8110607055989401,0.6333492498300056,2.6132733572924786E-6,0.4108892230096671,0.12477386425238464,0.5614276363823639,0.6823161829836227,0.9469161861357183,0.9379372912770101
0.8636551476163474,0.9299493124490416,0.23473221653880874,2.3039534763066036E-6,0.42236259374959384,0.13292580046502744,0.9395851111487423,0.49462282907155997,0.3858214104331148,0.4984817941996943
0.9486950822609183,0.8632814822921964,0.4582602178938044,5.295934437125041E-6,0.31138328423718786,0.05407397282208518,0.3388850365924574,0.4643820552781627,0.6252877864474077,0.7900291021434768
0.7851179982532673,0.8696664064786052,0.4368524513768286,4.724633864784221E-6,0.3325741086016194,0.06913024986811622,0.42795560407665323,0.06012241070042468,0.5551032799866801,0.23384104652337911
0.9129304541757822,0.8990067779556048,0.3384782493090951,4.032480943403475E-6,0.35824761865992455,0.08737151663217485,0.25416614709937524,0.6429725107027392,0.3621755219263397,0.6707068715766136
0.9100117318513178,0.9030927984399452,0.3247783885184945,2.964649519447741E-6,0.3978558901222669,0.11551356048075694,0.8861201505410352,0.3814932333763026,0.8997060792022931,0.6607935142652938
0.9930802328944925,0.9970767031833162,0.009663372214532884,6.078357975516646E-6,0.2823614337728717,0.033453679176847724,0.9190221196171187,0.6992088070750041,0.5258306674309222,0.9702646920396241
0.989841180116916,0.745017377192047,0.8547833833077793,4.006803191726524E-6,0.3592000642764767,0.08804823806723887,0.5850682637492369,0.33570738528822797,0.6382849215814441,0.9041544084968545
0.8014160712291961,0.8603338934790766,0.4681430749578924,5.656529451328494E-6,0.2980080033734458,0.04457071184508442,0.9697018380754814,0.5498545715621554,0.7051934869429981,0.29097633335890694
0.9296811149191055,0.8182882945356216,0.6091161451102174,1.991328430930809E-6,0.4339585604774702,0.1411648422629726,0.6674173216118888,0.5137584266338826,0.809290065013873,0.7214641425795336
0.9001880997349131,0.9057832785128276,0.3157575814521481,6.05538251225136E-6,0.28321364542872773,0.034059183454159515,0.37918708223299125,0.020842623217354972,0.8368776624536167,0.6267401770961182
0.8954871405403824,0.9044115826435949,0.3203566877286705,2.834516482753225E-6,0.40268281741433076,0.11894313704373137,0.05318639722360796,0.5714233103966473,0.782360862141337,0.6103536288600592
0.9471800712849738,0.9815558346408606,0.061702694874751496,5.5360871703122046E-6,0.3024754787211601,0.04774489447124039,0.11794416700808841,0.9764065056363123,0.8561796742648541,0.7998775277555052
0.8916350761667045,0.9855294778826561,0.04837961941471824,6.799824260892536E-6,0.25560062505248643,0.014439876639450611,0.9820002478323603,0.642003026609131,0.4795493601985532,0.597900298331469
0.8041826799006986,0.9804173205985729,0.0655199747800437,3.1819747798783794E-6,0.3897948069609628,0.10978608620791039,0.8514514041166181,0.004450840052907523,0.3987435782174066,0.2799732505440988
0.8543317568646019,0.7561747756239338,0.8173741716095203,1.4245717063799129E-6,0.45498084329806876,0.1561013689805561,0.9740356814958814,0.41768754675291875,0.7134062578232291,0.4769866724537748
